NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,5423 2ND AVENUE,BROOKLYN,NY,11220,2605,KINGS,36047,-74.01954,40.64628, , , , , , , , , , , , , , , , , , , , , , 
BATTERY PARK HEALTH MART PHARMACY,327 SOUTH END AVENUE,NEW YORK,NY,10280,1002,NEW YORK,36061,-74.016384,40.71082, , , , , , , , , , , , , , , , , , , , , , 
LEO'S PHARMACY,951 WYCKOFF AVENUE,RIDGEWOOD,NY,11385,5360,QUEENS,36081,-73.905891,40.696834, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2145,929 BROADWAY,WOODMERE,NY,11598,1759,NASSAU,36059,-73.708426,40.629345, , , , , , , , , , , , , , , , , , , , , , 
CLINTON APOTHECARY,420 CLINTON STREET,BROOKLYN,NY,11231,3554,KINGS,36047,-73.998497,40.68225, , , , , , , , , , , , , , , , , , , , , , 
SMART SHOP PHARMACY,32-17A BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,1502,QUEENS,36081,-73.766124,40.597872, , , , , , , , , , , , , , , , , , , , , , 
FAMILY DRUGSTORE,3692 NOSTRAND AVENUE,BROOKLYN,NY,11229,5303,KINGS,36047,-73.940876,40.593982, , , , , , , , , , , , , , , , , , , , , , 
ARD PHARMACY,60-61 MYRTLE AVENUE,RIDGEWOOD,NY,11385,5908,QUEENS,36081,-73.896171,40.700894, , , , , , , , , , , , , , , , , , , , , , 
IDEAL DRUGS,1901 MOTT AVENUE,FAR ROCKAWAY,NY,11691,4104,QUEENS,36081,-73.751941,40.603536, , , , , , , , , , , , , , , , , , , , , , 
ROYAL PHARMACY,2239 CHURCH AVENUE,BROOKLYN,NY,11226,3201,KINGS,36047,-73.957362,40.650714, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,57-11 MYRTLE AVENUE,RIDGEWOOD,NY,11385,4933,QUEENS,36081,-73.903246,40.700683, , , , , , , , , , , , , , , , , , , , , , 
SUNSHINE PHARMACY,1622 VOORHIES AVENUE,BROOKLYN,NY,11235,3914,KINGS,36047,-73.952175,40.58576, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10572,2221 65TH STREET,BROOKLYN,NY,11204,4001,KINGS,36047,-73.98061,40.613677, , , , , , , , , , , , , , , , , , , , , , 
MOTT PHARMACY AND SURGICAL,2119 MOTT AVENUE,FAR ROCKAWAY,NY,11691,3215,QUEENS,36081,-73.754437,40.604837, , , , , , , , , , , , , , , , , , , , , , 
KINGS PHARMACY,194 BEACH 116TH STREET,ROCKAWAY PARK,NY,11694,2417,QUEENS,36081,-73.836794,40.579703, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10574,7118 3RD AVENUE,BROOKLYN,NY,11209,1309,KINGS,36047,-74.027309,40.633831, , , , , , , , , , , , , , , , , , , , , , 
HEALTH TREASURES PHARMACY,8512 20TH AVENUE,BROOKLYN,NY,11214,3253,KINGS,36047,-73.99809,40.605068, , , , , , , , , , , , , , , , , , , , , , 
RICHMOND RX CENTER,112-12 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,1814,QUEENS,36081,-73.82972,40.685054, , , , , , , , , , , , , , , , , , , , , , 
BAY PHARMACY,1653 SHEEPSHEAD BAY ROAD,BROOKLYN,NY,11235,3804,KINGS,36047,-73.952079,40.586512, , , , , , , , , , , , , , , , , , , , , , 
SHOREFRONT JEWISH GERIATRIC CENTER,3015 WEST 29TH STREET,BROOKLYN,NY,11224,1901,KINGS,36047,-73.994227,40.572394, , , , , , , , , , , , , , , , , , , , , , 
ROCK DRUGS AND SURGICALS INCORPORATED,88-18 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,1608,QUEENS,36081,-73.813729,40.587338, , , , , , , , , , , , , , , , , , , , , , 
BROOKDALE PHARMACY,2568 LINDEN BOULEVARD,BROOKLYN,NY,11208,4904,KINGS,36047,-73.869374,40.668014, , , , , , , , , , , , , , , , , , , , , , 
VISTA PHARMACY,529 BEACH 20TH STREET,FAR ROCKAWAY,NY,11691,3645,QUEENS,36081,-73.754098,40.600484, , , , , , , , , , , , , , , , , , , , , , 
BUFFALO DRUGS,183 BUFFALO AVENUE,BROOKLYN,NY,11213,2426,KINGS,36047,-73.925034,40.6731, , , , , , , , , , , , , , , , , , , , , , 
BROOKDALE RX,1275 LINDEN BOULEVARD,BROOKLYN,NY,11212,3120,KINGS,36047,-73.912317,40.654866, , , , , , , , , , , , , , , , , , , , , , 
FAMILIAR PHARMACY,124-01 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,2231,QUEENS,36081,-73.82015,40.688068, , , , , , , , , , , , , , , , , , , , , , 
M B DRUGS INCORPORATED,222 15TH STREET,BROOKLYN,NY,11215,4900,KINGS,36047,-73.989215,40.665397, , , , , , , , , , , , , , , , , , , , , , 
METROPOLITAN JEWISH NURSING HOME,4915 10TH AVENUE,BROOKLYN,NY,11219,3301,KINGS,36047,-73.998601,40.638477, , , , , , , , , , , , , , , , , , , , , , 
SWAN PHARMACY INCORPORATED,650 FRANKLIN AVENUE,BROOKLYN,NY,11238,3705,KINGS,36047,-73.956194,40.676185, , , , , , , , , , , , , , , , , , , , , , 
THRIFTWAY DRUGSTORE,2728 HYLAN BOULEVARD,STATEN ISLAND,NY,10306,4658,RICHMOND,36085,-74.113615,40.564689, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,31-55 AMBOY ROAD,STATEN ISLAND,NY,10306,2799,RICHMOND,36085,-74.134186,40.564751, , , , , , , , , , , , , , , , , , , , , , 
FULTON DRUGS INCORPORATED,1548 FULTON STREET,BROOKLYN,NY,11216,5322,KINGS,36047,-73.939002,40.679639, , , , , , , , , , , , , , , , , , , , , , 
SOUTHSHORE PHARMACY,4020 HYLAN BOULEVARD,STATEN ISLAND,NY,10308,3331,RICHMOND,36085,-74.145968,40.541639, , , , , , , , , , , , , , , , , , , , , , 
RUBIN CHEMISTS,828 NOSTRAND AVENUE,BROOKLYN,NY,11216,4403,KINGS,36047,-73.950749,40.670316, , , , , , , , , , , , , , , , , , , , , , 
FUTURE PHARMACY INCORPORATED,2480 65TH STREET,BROOKLYN,NY,11204,3526,KINGS,36047,-73.97499,40.609692, , , , , , , , , , , , , , , , , , , , , , 
MANHATTAN BEACH PHARMACY INCORPORATED,87 WEST END AVENUE,BROOKLYN,NY,11235,4812,KINGS,36047,-73.953167,40.57959, , , , , , , , , , , , , , , , , , , , , , 
ABO PHARMACY CORPORATION,8003 FLATLANDS AVENUE,BROOKLYN,NY,11236,3533,KINGS,36047,-73.913236,40.635835, , , , , , , , , , , , , , , , , , , , , , 
BORINQUEN PHARMACY INCORPORATED,106 GRAHAM AVENUE,BROOKLYN,NY,11206,3320,KINGS,36047,-73.942552,40.704887, , , , , , , , , , , , , , , , , , , , , , 
LOWEN'S PHARMACY,6902 3RD AVENUE,BROOKLYN,NY,11209,1305,KINGS,36047,-74.026351,40.6357, , , , , , , , , , , , , , , , , , , , , , 
EVE AND R PHARMACY,170 AVENUE U,BROOKLYN,NY,11223,3740,KINGS,36047,-73.97798,40.596272, , , , , , , , , , , , , , , , , , , , , , 
ALBANY PHARMACY INCORPORATED,178 ALBANY AVENUE,BROOKLYN,NY,11213,2105,KINGS,36047,-73.939096,40.674476, , , , , , , , , , , , , , , , , , , , , , 
BROOKLYN CENTER PHARMACY,104 DEKALB AVENUE,BROOKLYN,NY,11201,5427,KINGS,36047,-73.978699,40.689674, , , , , , , , , , , , , , , , , , , , , , 
DRUGTOWN PHARMACY,64-16 MYRTLE AVENUE,GLENDALE,NY,11385,6203,QUEENS,36081,-73.891801,40.700847, , , , , , , , , , , , , , , , , , , , , , 
RX PLUS PHARMACY,71-30 MYRTLE AVENUE,GLENDALE,NY,11385,7260,QUEENS,36081,-73.878824,40.70186, , , , , , , , , , , , , , , , , , , , , , 
PATHMARK,2660 HYLAN BOULEVARD,STATEN ISLAND,NY,10306,4355,RICHMOND,36085,-74.110411,40.565995, , , , , , , , , , , , , , , , , , , , , , 
FAMILY PHARMACY,67-02 MYRTLE AVENUE,GLENDALE,NY,11385,7058,QUEENS,36081,-73.885901,40.701302, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9832,570 TOMPKINS AVENUE,STATEN ISLAND,NY,10305,1745,RICHMOND,36085,-74.071488,40.611956, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4610,89-10 JAMAICA AVENUE,WOODHAVEN,NY,11421,2040,QUEENS,36081,-73.855077,40.692542, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 2771,165-02 BAISLEY BOULEVARD,JAMAICA,NY,11434,2517,QUEENS,36081,-73.77749,40.678193, , , , , , , , , , , , , , , , , , , , , , 
VICTORY DRUGS,2204 VICTORY BOULEVARD,STATEN ISLAND,NY,10314,6624,RICHMOND,36085,-74.136993,40.6119, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3677,162-19 HILLSIDE AVENUE,JAMAICA,NY,11432,4034,QUEENS,36081,-73.799744,40.708863, , , , , , , , , , , , , , , , , , , , , , 
SOUTH BROOKLYN HEALTH CENTER,120 RICHARDS STREET,BROOKLYN,NY,11231,1635,KINGS,36047,-74.009936,40.67782, , , , , , , , , , , , , , , , , , , , , , 
ADUWA PHARMACY CORPORATION,114-10 SUTPHIN BOULEVARD,JAMAICA,NY,11434,1021,QUEENS,36081,-73.793977,40.685994, , , , , , , , , , , , , , , , , , , , , , 
UGOSON RX,5015 AVENUE N,BROOKLYN,NY,11234,3805,KINGS,36047,-73.926235,40.619147, , , , , , , , , , , , , , , , , , , , , , 
JAYSON PHARMACY,197 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,1435,NASSAU,36059,-73.678663,40.702543, , , , , , , , , , , , , , , , , , , , , , 
HEALTH INSURANCE PLAN PHARMACY SERVICES,96-10 METROPOLITAN AVENUE,FOREST HILLS,NY,11375,6625,QUEENS,36081,-73.856342,40.710948, , , , , , , , , , , , , , , , , , , , , , 
CITY DRUGS PHARMACY,422 CHURCH AVENUE,BROOKLYN,NY,11218,3108,KINGS,36047,-73.97585,40.644088, , , , , , , , , , , , , , , , , , , , , , 
COMMUNITY CARE PHARMACY,2913 SURF AVENUE,BROOKLYN,NY,11224,1705,KINGS,36047,-73.995429,40.573031, , , , , , , , , , , , , , , , , , , , , , 
FUSION PHARMACY,2276 65TH STREET,BROOKLYN,NY,11204,4058,KINGS,36047,-73.979724,40.612565, , , , , , , , , , , , , , , , , , , , , , 
GRANDVIEW PHARMACY,590 GRANDVIEW AVENUE,RIDGEWOOD,NY,11385,2452,QUEENS,36081,-73.905768,40.708374, , , , , , , , , , , , , , , , , , , , , , 
LINS PHARMACY,4311 8TH AVENUE,BROOKLYN,NY,11232,3994,KINGS,36047,-73.999719,40.644649, , , , , , , , , , , , , , , , , , , , , , 
WALDBAUMS,6400 AMBOY ROAD,STATEN ISLAND,NY,10309,3121,RICHMOND,36085,-74.215065,40.521939, , , , , , , , , , , , , , , , , , , , , , 
HOYT PHARMACY,3024 ATLANTIC AVENUE,BROOKLYN,NY,11208,1107,KINGS,36047,-73.882897,40.678195, , , , , , , , , , , , , , , , , , , , , , 
RIO DRUGS,701 BROADWAY,BROOKLYN,NY,11206,4404,KINGS,36047,-73.943232,40.701699, , , , , , , , , , , , , , , , , , , , , , 
N AND B PHARMACY,118-29A METROPOLITAN AVENUE,KEW GARDENS,NY,11415,2020,QUEENS,36081,-73.83413,40.706994, , , , , , , , , , , , , , , , , , , , , , 
MERRICK PHARMACY,234-28 MERRICK BOULEVARD,ROSEDALE,NY,11422,1320,QUEENS,36081,-73.735533,40.673916, , , , , , , , , , , , , , , , , , , , , , 
HEALTH CHOICE PHARMACY,3735 NOSTRAND AVENUE,BROOKLYN,NY,11235,1907,KINGS,36047,-73.940125,40.592929, , , , , , , , , , , , , , , , , , , , , , 
WYCKOFF PHARMACY,131 WYCKOFF AVENUE,BROOKLYN,NY,11237,3903,KINGS,36047,-73.918835,40.703781, , , , , , , , , , , , , , , , , , , , , , 
FRANKLIN SQUARE PHARMACY AND SURGICAL,925 HEMPSTEAD TURNPIKE,FRANKLIN SQUARE,NY,11010,3641,NASSAU,36059,-73.674716,40.707056, , , , , , , , , , , , , , , , , , , , , , 
UNITED STATES COAST GUARD - SECTOR NEW YORK PHARMACY,212 COAST GUARD DRIVE,STATEN ISLAND,NY,10305,5005,RICHMOND,36085,-74.061446,40.604699, , , , , , , , , , , , , , , , , , , , , , 
S AND K WARBASSE PHARMACY,499 NEPTUNE AVENUE,BROOKLYN,NY,11224,4003,KINGS,36047,-73.972215,40.580267, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10941,3000 CHURCH AVENUE,BROOKLYN,NY,11226,4210,KINGS,36047,-73.949281,40.650566, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,160-04 JAMAICA AVENUE,JAMAICA,NY,11432,6110,QUEENS,36081,-73.798814,40.703564, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 11806,114 BEVERLEY ROAD,BROOKLYN,NY,11218,3914,KINGS,36047,-73.978794,40.64263, , , , , , , , , , , , , , , , , , , , , , 
BRIARWOOD PHARMACY,143-03 HILLSIDE AVENUE,JAMAICA,NY,11435,3230,QUEENS,36081,-73.8126,40.705133, , , , , , , , , , , , , , , , , , , , , , 
AID PHARMACY,807 KINGS HIGHWAY,BROOKLYN,NY,11223,2239,KINGS,36047,-73.964392,40.606732, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4274,90-01 SUTPHIN BOULEVARD,JAMAICA,NY,11435,3631,QUEENS,36081,-73.807978,40.702829, , , , , , , , , , , , , , , , , , , , , , 
B AND M FAMILY PHARMACY,969 FLATBUSH AVENUE,BROOKLYN,NY,11226,4019,KINGS,36047,-73.95794,40.647957, , , , , , , , , , , , , , , , , , , , , , 
HEALTH SOURCE PLUS PHARMACY,118-07 METROPOLITAN AVENUE,KEW GARDENS,NY,11415,2020,QUEENS,36081,-73.834633,40.707155, , , , , , , , , , , , , , , , , , , , , , 
AVON PHARMACY AND SURGICAL,82 GRAHAM AVENUE,BROOKLYN,NY,11206,3311,KINGS,36047,-73.942431,40.703974, , , , , , , , , , , , , , , , , , , , , , 
BELLOS PHARMACY,179 SAINT NICHOLAS AVENUE,BROOKLYN,NY,11237,4441,KINGS,36047,-73.915822,40.704307, , , , , , , , , , , , , , , , , , , , , , 
BOREUM DRUGS CORPORATION,194 UNION AVENUE,BROOKLYN,NY,11211,7412,KINGS,36047,-73.950038,40.706125, , , , , , , , , , , , , , , , , , , , , , 
EXPRESS DRUG STORE INCORPORATED,1420 AVENUE J,BROOKLYN,NY,11230,3702,KINGS,36047,-73.961642,40.624955, , , , , , , , , , , , , , , , , , , , , , 
FIVE STAR PHARMACY,4125 18TH AVENUE,BROOKLYN,NY,11218,5709,KINGS,36047,-73.974876,40.631582, , , , , , , , , , , , , , , , , , , , , , 
HARRICO GALLER DRUG CORPORATION,1409 CONEY ISLAND AVENUE,BROOKLYN,NY,11230,4137,KINGS,36047,-73.964585,40.623214, , , , , , , , , , , , , , , , , , , , , , 
KARSON PHARMACY,2304 NOSTRAND AVENUE,BROOKLYN,NY,11210,3840,KINGS,36047,-73.947532,40.62852, , , , , , , , , , , , , , , , , , , , , , 
L AND S PHARMACY,424 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,6457,KINGS,36047,-73.962426,40.577142, , , , , , , , , , , , , , , , , , , , , , 
MEDICINE DEPOT,86 MANHATTAN AVENUE,BROOKLYN,NY,11206,2501,KINGS,36047,-73.94443,40.705231, , , , , , , , , , , , , , , , , , , , , , 
AVENUE R PHARMACY,2918 AVENUE R,BROOKLYN,NY,11229,2524,KINGS,36047,-73.943517,40.607157, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1791,156 HENRY STREET,BROOKLYN,NY,11201,2504,KINGS,36047,-73.993943,40.696011, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 11871,545 3RD AVENUE,NEW YORK,NY,10016,3501,NEW YORK,36061,-73.976778,40.74708, , , , , , , , , , , , , , , , , , , , , , 
REGAL REMEDIES PHARMACY,1853 CROPSEY AVENUE,BROOKLYN,NY,11214,6035,KINGS,36047,-74.005635,40.601915, , , , , , , , , , , , , , , , , , , , , , 
HEALTH WISE PHARMACY,1494 YORK AVENUE,NEW YORK,NY,10075,8816,NEW YORK,36061,-73.950247,40.771101, , , , , , , , , , , , , , , , , , , , , , 
HEALTH CITY PHARMACY,137 MOTT STREET,NEW YORK,NY,10013,4718,NEW YORK,36061,-73.996871,40.71858, , , , , , , , , , , , , , , , , , , , , , 
DERMER PHARMACY AND SURGICAL,2064 FLATBUSH AVENUE,BROOKLYN,NY,11234,4314,KINGS,36047,-73.933635,40.619293, , , , , , , , , , , , , , , , , , , , , , 
CORBY CHEMISTS,988 1ST AVENUE,NEW YORK,NY,10022,4105,NEW YORK,36061,-73.963955,40.756456, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,1327 YORK AVENUE,NEW YORK,NY,10021,5304,NEW YORK,36061,-73.954694,40.766163, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10573,7501 5TH AVENUE,BROOKLYN,NY,11209,3301,KINGS,36047,-74.022503,40.629196, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,131 8TH AVENUE,NEW YORK,NY,10011,5102,NEW YORK,36061,-74.001675,40.741458, , , , , , , , , , , , , , , , , , , , , , 
PATHMARK,2136 BARTOW AVENUE,BRONX,NY,10475,4615,BRONX,36005,-73.825405,40.86871, , , , , , , , , , , , , , , , , , , , , , 
FRANK'S PHARMACY,74-21 37TH AVENUE,JACKSON HEIGHTS,NY,11372,6339,QUEENS,36081,-73.891097,40.749263, , , , , , , , , , , , , , , , , , , , , , 
WALDBAUMS,133-11 20TH AVENUE,COLLEGE POINT,NY,11356,2405,QUEENS,36081,-73.835213,40.783278, , , , , , , , , , , , , , , , , , , , , , 
HILLCREST THRIFTMED PHARMACY,286 NORTH MAIN STREET,SPRING VALLEY,NY,10977,3704,ROCKLAND,36087,-74.040794,41.125517, , , , , , , , , , , , , , , , , , , , , , 
LEROY PHARMACY,245 EAST 198TH STREET,BRONX,NY,10458,3147,BRONX,36005,-73.889164,40.869296, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3626,158-02 UNION TURNPIKE,FLUSHING,NY,11366,1940,QUEENS,36081,-73.808261,40.719864, , , , , , , , , , , , , , , , , , , , , , 
SHAKESPEARE PHARMACY,1252 SHAKESPEARE AVENUE,BRONX,NY,10452,3012,BRONX,36005,-73.922826,40.838405, , , , , , , , , , , , , , , , , , , , , , 
TOTAL CARE PHARMACY,1721 CROSBY AVENUE,BRONX,NY,10461,4901,BRONX,36005,-73.831683,40.845761, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10326,713 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,6413,KINGS,36047,-73.960099,40.578105, , , , , , , , , , , , , , , , , , , , , , 
RED HOOK PHARMACY,598 CLINTON STREET,BROOKLYN,NY,11231,3204,KINGS,36047,-74.001851,40.675303, , , , , , , , , , , , , , , , , , , , , , 
JUST IN TIME PHARMACY,2126 KNAPP STREET,BROOKLYN,NY,11229,5609,KINGS,36047,-73.934417,40.600539, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,253 WEST 72ND STREET,NEW YORK,NY,10023,2705,NEW YORK,36061,-73.983643,40.779761, , , , , , , , , , , , , , , , , , , , , , 
IMAGE PRESCRIPTION CENTER,119 CHURCH AVENUE,BROOKLYN,NY,11218,3917,KINGS,36047,-73.978847,40.643264, , , , , , , , , , , , , , , , , , , , , , 
CVS - 531,325 ROUTE 100,SOMERS,NY,10589,3227,WESTCHESTER,36119,-73.688423,41.325939, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 7848,3012 3RD AVENUE,BRONX,NY,10455,1201,BRONX,36005,-73.913134,40.819305, , , , , , , , , , , , , , , , , , , , , , 
FOUR B'S PHARMACY,40-35 95TH STREET,ELMHURST,NY,11373,1772,QUEENS,36081,-73.870667,40.748007, , , , , , , , , , , , , , , , , , , , , , 
INTERBORO PHARMACY INCORPORATED,75 NEVINS STREET,BROOKLYN,NY,11217,1827,KINGS,36047,-73.982356,40.686337, , , , , , , , , , , , , , , , , , , , , , 
M AND I PHARMACY,853 EAST NEW YORK AVENUE,BROOKLYN,NY,11203,1309,KINGS,36047,-73.934297,40.662738, , , , , , , , , , , , , , , , , , , , , , 
VALUE DRUGS,80 PONDFIELD ROAD,BRONXVILLE,NY,10708,3801,WESTCHESTER,36119,-73.833611,40.940134, , , , , , , , , , , , , , , , , , , , , , 
BRONXDALE PHARMACY INCORPORATED,1706 WATSON AVENUE,BRONX,NY,10472,5408,BRONX,36005,-73.869708,40.82704, , , , , , , , , , , , , , , , , , , , , , 
SUNNYSIDE DRUGS,39-51 QUEENS BOULEVARD,SUNNYSIDE,NY,11104,3305,QUEENS,36081,-73.924335,40.74418, , , , , , , , , , , , , , , , , , , , , , 
LARCHMONT DRUGS,2127 PALMER AVENUE,LARCHMONT,NY,10538,2406,WESTCHESTER,36119,-73.764702,40.928992, , , , , , , , , , , , , , , , , , , , , , 
CONGRESS PHARMACY,542 SOUTHERN BOULEVARD,BRONX,NY,10455,3715,BRONX,36005,-73.903731,40.812035, , , , , , , , , , , , , , , , , , , , , , 
HEALTH RX,984 NORTH BROADWAY,YONKERS,NY,10701,1318,WESTCHESTER,36119,-73.884169,40.968199, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1959,4760 BOSTON POST ROAD,PELHAM,NY,10803,3002,WESTCHESTER,36119,-73.804708,40.896047, , , , , , , , , , , , , , , , , , , , , , 
HUDSON PARKWAY PHARMACY,5700 MOSHOLU AVENUE,BRONX,NY,10471,2214,BRONX,36005,-73.900466,40.905323, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,306 EAST FORDHAM ROAD,BRONX,NY,10458,5008,BRONX,36005,-73.894283,40.861799, , , , , , , , , , , , , , , , , , , , , , 
INWOOD PHARMACY,4915 BROADWAY,NEW YORK,NY,10034,3119,NEW YORK,36061,-73.922025,40.867734, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4992,58-01 QUEENS BOULEVARD,WOODSIDE,NY,11377,7752,QUEENS,36081,-73.906803,40.742202, , , , , , , , , , , , , , , , , , , , , , 
DRUG WORLD PHARMACY AND HOME CARE CENTER,312 ROUTE 59,CENTRAL NYACK,NY,10960,2732,ROCKLAND,36087,-73.946844,41.093976, , , , , , , , , , , , , , , , , , , , , , 
HOPKINS DRUG COMPANY,63-19 ROOSEVELT AVENUE,WOODSIDE,NY,11377,3641,QUEENS,36081,-73.900285,40.746102, , , , , , , , , , , , , , , , , , , , , , 
SHOPRITE,243 EAST ROUTE 59,WEST NYACK,NY,10994,2036,ROCKLAND,36087,-73.958981,41.092471, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,300 PARK AVENUE SOUTH,NEW YORK,NY,10010,5313,NEW YORK,36061,-73.987003,40.739846, , , , , , , , , , , , , , , , , , , , , , 
WOODSIDE PHARMACY,49-02 QUEENS BOULEVARD,WOODSIDE,NY,11377,4462,QUEENS,36081,-73.91578,40.742438, , , , , , , , , , , , , , , , , , , , , , 
TRUCARE PHARMACY,358 ROUTE 202,POMONA,NY,10970,3107,ROCKLAND,36087,-74.035115,41.186917, , , , , , , , , , , , , , , , , , , , , , 
CHERRY'S PHARMACY,207 EAST 66TH STREET,NEW YORK,NY,10065,6453,NEW YORK,36061,-73.96271,40.765882, , , , , , , , , , , , , , , , , , , , , , 
HALPERN PHARMACY,333 EAST 23RD STREET,NEW YORK,NY,10010,4710,NEW YORK,36061,-73.97901,40.737338, , , , , , , , , , , , , , , , , , , , , , 
HARPELL PHARMACIES AND SURGICALS,12-65 150TH STREET,WHITESTONE,NY,11357,1752,QUEENS,36081,-73.813628,40.788986, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,144 BLEECKER STREET,NEW YORK,NY,10012,1434,NEW YORK,36061,-73.999393,40.727984, , , , , , , , , , , , , , , , , , , , , , 
BROADWAY PHARMACY,811 NORTH BROADWAY,WHITE PLAINS,NY,10603,2403,WESTCHESTER,36119,-73.766263,41.059895, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4195,282 8TH AVENUE,NEW YORK,NY,10001,4801,NEW YORK,36061,-73.997584,40.746, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,425 PARK AVENUE,NEW YORK,NY,10022,3506,NEW YORK,36061,-73.971264,40.760338, , , , , , , , , , , , , , , , , , , , , , 
CVS - 489,1121 BOSTON POST ROAD,RYE,NY,10580,2912,WESTCHESTER,36119,-73.682852,40.984003, , , , , , , , , , , , , , , , , , , , , , 
SHERMAN PHARMACY,232A SHERMAN AVENUE,NEW YORK,NY,10034,2501,NEW YORK,36061,-73.919756,40.866092, , , , , , , , , , , , , , , , , , , , , , 
MEMORIAL SLOAN KETTERING CANCER CENTER,160 EAST 53RD STREET,NEW YORK,NY,10022,5243,NEW YORK,36061,-73.969996,40.757541, , , , , , , , , , , , , , , , , , , , , , 
CVS - 616,275 MAMARONECK AVENUE,MAMARONECK,NY,10543,2602,WESTCHESTER,36119,-73.734208,40.951102, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,636 BROADWAY,NEW YORK,NY,10012,2607,NEW YORK,36061,-73.995564,40.726147, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2058,158 BLEECKER STREET,NEW YORK,NY,10012,1408,NEW YORK,36061,-74.000031,40.728354, , , , , , , , , , , , , , , , , , , , , , 
CVS - 482,983 CENTRAL PARK AVENUE,SCARSDALE,NY,10583,3211,WESTCHESTER,36119,-73.823107,40.990888, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1231,807 WHITE PLAINS ROAD,SCARSDALE,NY,10583,5006,WESTCHESTER,36119,-73.803484,40.976104, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5048,1827 EAST MAIN STREET,PEEKSKILL,NY,10566,2505,WESTCHESTER,36119,-73.894904,41.295856, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,1780 EAST GUN HILL ROAD,BRONX,NY,10469,6011,BRONX,36005,-73.835197,40.864378, , , , , , , , , , , , , , , , , , , , , , 
NEW YORK CITY DEPT OF HEALTH AND MENTAL HYGIENE,455 1ST AVENUE,NEW YORK,NY,10016,9102,NEW YORK,36061,-73.977468,40.73933, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,931 1ST AVENUE,NEW YORK,NY,10022,8031,NEW YORK,36061,-73.965882,40.754867, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,401 PARK AVENUE SOUTH,NEW YORK,NY,10016,8808,NEW YORK,36061,-73.983969,40.743071, , , , , , , , , , , , , , , , , , , , , , 
SALEM DRUGS,370 PORT WASHINGTON BOULEVARD,PORT WASHINGTON,NY,11050,4212,NASSAU,36059,-73.680343,40.818403, , , , , , , , , , , , , , , , , , , , , , 
COSTCO,1 INDUSTRIAL LANE,NEW ROCHELLE,NY,10805,1203,WESTCHESTER,36119,-73.794857,40.895998, , , , , , , , , , , , , , , , , , , , , , 
SUNNYSIDE PHARMACY,48-11 SKILLMAN AVENUE,SUNNYSIDE,NY,11104,1025,QUEENS,36081,-73.915627,40.746479, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10562,14 SOUNDVIEW MARKETPLACE,PORT WASHINGTON,NY,11050,2221,NASSAU,36059,-73.70511,40.842396, , , , , , , , , , , , , , , , , , , , , , 
