,NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y
1997,APEX PHARMACY,114-49 SUTPHIN BOULEVARD,JAMAICA,NY,11434,1022,QUEENS,36081,-73.792721,40.685176
1998,ROSS PHARMACY,4908 CHURCH AVENUE,BROOKLYN,NY,11203,3406,KINGS,36047,-73.931004,40.651511
1999,EXPRESS RX,493 SUNRISE HIGHWAY,LYNBROOK,NY,11563,3017,NASSAU,36059,-73.674251,40.65507
2000,VETERANS ADMINISTRATION NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN CAMPUS,800 POLY PLACE,BROOKLYN,NY,11209,7104,KINGS,36047,-74.02431899999999,40.608731
2001,GOOD NEIGHBOR PHARMACY,1614 AVENUE M,BROOKLYN,NY,11230,6007,KINGS,36047,-73.958538,40.617988000000004
2002,CVS - 5062,111 MAIN STREET,SOUTHAMPTON,NY,11968,4810,SUFFOLK,36103,-72.39093299999999,40.886963
2003,RX CHOICE PHARMACY,1908 AVENUE U,BROOKLYN,NY,11229,3906,KINGS,36047,-73.95224300000001,40.599114
2004,CVS - 6030,157-05 CROSS BAY BOULEVARD,HOWARD BEACH,NY,11414,2748,QUEENS,36081,-73.840096,40.662290999999996
2005,CVS - 3138,206 LINDEN BOULEVARD,CAMBRIA HEIGHTS,NY,11411, ,QUEENS,36081,-73.745638,40.696562
2006,CVS - 2672,150 COURT STREET,BROOKLYN,NY,11201,6274,KINGS,36047,-73.99300500000001,40.688903
2007,QUEENS COMMUNITY EXPRESS PHARMACY,168-12 HILLSIDE AVENUE,JAMAICA,NY,11432,4341,QUEENS,36081,-73.79423,40.709957
2008,CVS - 2498,341 9TH STREET,BROOKLYN,NY,11215,4007,KINGS,36047,-73.984853,40.668793
2009,COSTCO,976 3RD AVENUE,BROOKLYN,NY,11232,2400,KINGS,36047,-74.00922,40.655726
2010,RITE AID - 4226,82 NUGENT STREET,SOUTHAMPTON,NY,11968,4816,SUFFOLK,36103,-72.392004,40.885537
2011,FARMACON PHARMACY,8007 5TH AVENUE,BROOKLYN,NY,11209,4003,KINGS,36047,-74.02404,40.625446999999994
2012,BELMONT PHARMACY,102 BELMONT AVENUE,BROOKLYN,NY,11212,7729,KINGS,36047,-73.90633100000001,40.66884
2013,AJ CARE PHARMACY,8011 18TH AVENUE,BROOKLYN,NY,11214,1705,KINGS,36047,-73.99894599999999,40.610126
2014,DEKALB PHARMACY,1472 DEKALB AVENUE,BROOKLYN,NY,11237,3604,KINGS,36047,-73.92184300000001,40.701287
2015,UMAMAH PITKIN PHARMACY,2232 PITKIN AVENUE,BROOKLYN,NY,11207,3621,KINGS,36047,-73.889844,40.67255
2016,KLEIN'S PHARMACY,4818 13TH AVENUE,BROOKLYN,NY,11219,3111,KINGS,36047,-73.992135,40.635321000000005
2017,KALA PHARMACY INCORPORATED,9311 CHURCH AVENUE,BROOKLYN,NY,11212,1645,KINGS,36047,-73.91756099999999,40.654613
2018,RITE AID - 10672,403 WILLIAM FLOYD PARKWAY,SHIRLEY,NY,11967,3473,SUFFOLK,36103,-72.862669,40.781442999999996
2019,BORBAS PHARMACY,2046 BATH AVENUE,BROOKLYN,NY,11214,4806,KINGS,36047,-74.000405,40.600460999999996
2020,AN-NOOR PHARMACY,35 101ST AVENUE,BROOKLYN,NY,11208,3404,KINGS,36047,-73.86353100000001,40.67946
2021,SAVALL DRUGS,393 MERRICK AVENUE NORTH,MERRICK,NY,11566,2723,NASSAU,36059,-73.557693,40.676398
2022,RITE AID - 3888,9738 SEAVIEW AVENUE,BROOKLYN,NY,11236,5516,KINGS,36047,-73.888212,40.634143
2023,DUANE READE,37 BROADWAY,NEW YORK,NY,10006,3001,NEW YORK,36061,-74.01339300000001,40.7064
2024,GARFIELD PHARMACY,1760 MERRICK AVENUE,MERRICK,NY,11566,2728,NASSAU,36059,-73.557547,40.675216
2025,EXCEL DRUGS,42 THOMAS S BOYLAND STREET,BROOKLYN,NY,11233,2028,KINGS,36047,-73.914827,40.683785
2026,RITE AID - 10668,23 EASTPORT MANOR ROAD,EASTPORT,NY,11941,1410,SUFFOLK,36103,-72.73356899999999,40.827889
2027,RITE AID - 3627,1154 CLARKSON AVENUE,BROOKLYN,NY,11212,2706,KINGS,36047,-73.920328,40.660738
2028,SHIRLEY PHARMACY AND SURGICALS,429 WILLIAM FLOYD PARKWAY,SHIRLEY,NY,11967,3449,SUFFOLK,36103,-72.86348000000001,40.783401
2029,RITE AID - 3498,1559 FLATBUSH AVENUE,BROOKLYN,NY,11210,3041,KINGS,36047,-73.947384,40.632906
2030,SHOREHAM DRUGS,99 ROUTE 25A,SHOREHAM,NY,11786,1844,SUFFOLK,36103,-72.894745,40.947021
2031,CVS - 2428,512 NEPTUNE AVENUE,BROOKLYN,NY,11224,4004,KINGS,36047,-73.973179,40.579128999999995
2032,RITE AID - 4565,2532-54 86TH STREET,BROOKLYN,NY,11214,4439,KINGS,36047,-73.98639,40.597124
2033,M DRUGS,405 AVENUE M,BROOKLYN,NY,11230,4611,KINGS,36047,-73.971164,40.616964
2034,OCEANIA PHARMACY,415 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,6401,KINGS,36047,-73.962814,40.577586
2035,J AND R PHARMACY INCORPORATED,2302 MERMAID AVENUE,BROOKLYN,NY,11224,2208,KINGS,36047,-73.990183,40.575821999999995
2036,AMERICAN PHARMACY INCORPORATED,5524 8TH AVENUE,BROOKLYN,NY,11220,3516,KINGS,36047,-74.007288,40.637954
2037,SPENCER DRUGS LIMITED,5702 7TH AVENUE,BROOKLYN,NY,11220,3903,KINGS,36047,-74.010281,40.638555
2038,MMC PHARMACY INCORPORATED,948 48TH STREET,BROOKLYN,NY,11219,2918,KINGS,36047,-73.999193,40.639998999999996
2039,PHARMACY EXPRESS,1081 RUTLAND ROAD,BROOKLYN,NY,11212,3503,KINGS,36047,-73.924227,40.664299
2040,MARCY PHARMACY,170 THROOP AVENUE,BROOKLYN,NY,11206,5313,KINGS,36047,-73.944412,40.699281
2041,LUNA PARK PHARMACY INCORPORATED,2875 WEST 8TH STREET,BROOKLYN,NY,11224,3632,KINGS,36047,-73.97551700000001,40.577883
2042,RADIN DRUGS,1077 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,5602,KINGS,36047,-73.957246,40.578369
2043,RITE AID - 10583,7009 13TH AVENUE,BROOKLYN,NY,11228,1603,KINGS,36047,-74.00461700000001,40.622675
2044,SIMS PHARMACY INCORPORATED,1711 PITKIN AVENUE,BROOKLYN,NY,11212,6601,KINGS,36047,-73.910067,40.670046
2045,RITE AID - 10584,320 SMITH STREET,BROOKLYN,NY,11231,4608,KINGS,36047,-73.99454399999999,40.681296
2046,SCARPA PHARMACY,6216 11TH AVENUE,BROOKLYN,NY,11219,5204,KINGS,36047,-74.004696,40.630127
2047,KINGS HIGHWAY PHARMACY AND MEDICAL SUPPLY,1671 EAST 13TH STREET,BROOKLYN,NY,11229,1101,KINGS,36047,-73.959978,40.608418
2048,CVS - 1190,311 MAIN STREET,CENTER MORICHES,NY,11934, ,SUFFOLK,36103,-72.79171,40.801125
2049,WELLNESS PHARMACY,217 KINGS HIGHWAY,BROOKLYN,NY,11223,1106,KINGS,36047,-73.98340400000001,40.605818
2050,DUANE READE,300 FLATBUSH AVENUE,BROOKLYN,NY,11217,2812,KINGS,36047,-73.97336899999999,40.677991
2051,R AND I RX CENTER,342 BEACH 54TH STREET,ARVERNE,NY,11692,1782,QUEENS,36081,-73.784144,40.593795
2052,ISLAND PHARMACY,1841 CONEY ISLAND AVENUE,BROOKLYN,NY,11230,6512,KINGS,36047,-73.962549,40.612387
2053,BAY PHARMACY,2240 86TH STREET,BROOKLYN,NY,11214,4139,KINGS,36047,-73.992915,40.601116999999995
2054,DUANE READE,3090 OCEAN AVENUE,BROOKLYN,NY,11235,3406,KINGS,36047,-73.949849,40.585954
2055,CENTRAL PHARMACY,1338 CENTRAL AVENUE,FAR ROCKAWAY,NY,11691,3909,QUEENS,36081,-73.750375,40.606765
2056,RITE AID - 3879,6900 4TH AVENUE,BROOKLYN,NY,11209,1502,KINGS,36047,-74.023935,40.634538
2057,DUANE READE,756 MYRTLE AVENUE,BROOKLYN,NY,11206,5501,KINGS,36047,-73.95195,40.694826
2058,MIDLAND PHARMACY,606 MIDLAND AVENUE,STATEN ISLAND,NY,10306,5926,RICHMOND,36085,-74.092198,40.571582
2059,FINE CARE PHARMACY,1490 FLATBUSH AVENUE,BROOKLYN,NY,11210,2436,KINGS,36047,-73.94954200000001,40.634259
2060,SEA VIEW HOSPITAL REHABILITATION CENTER AND HOME,460 BRIELLE AVENUE,STATEN ISLAND,NY,10314,6427,RICHMOND,36085,-74.132386,40.591217
2061,RITE AID - 3814,1419 NEWKIRK AVENUE,BROOKLYN,NY,11226,6521,KINGS,36047,-73.96368000000001,40.635678000000006
2062,SHOPRITE,1080 MCDONALD AVENUE,BROOKLYN,NY,11230,2633,KINGS,36047,-73.97708100000001,40.626759
2063,KELLY'S PHARMACY,5825 5TH AVENUE,BROOKLYN,NY,11220,3819,KINGS,36047,-74.015244,40.640015999999996
2064,PHARMACY EXPRESS,701 FLATBUSH AVENUE,BROOKLYN,NY,11225,6058,KINGS,36047,-73.95970600000001,40.656058
2065,PARK DRUGS,801 NOSTRAND AVENUE,BROOKLYN,NY,11225,1507,KINGS,36047,-73.95035,40.669365
2066,RX WORLD PHARMACY,8110 18TH AVENUE,BROOKLYN,NY,11214,2201,KINGS,36047,-73.99986,40.609879
2067,MAXI-CARE PHARMACY,1645 BEDFORD AVENUE,BROOKLYN,NY,11225,2009,KINGS,36047,-73.95636800000001,40.666385999999996
2068,RITE AID - 10622,1012 RAILROAD AVENUE,WOODMERE,NY,11598,1645,NASSAU,36059,-73.710503,40.634318
2069,BAY PARK PHARMACY CORPORATION,3355 NEPTUNE AVENUE,BROOKLYN,NY,11224,1675,KINGS,36047,-74.001223,40.577417
2070,RITE AID - 3809,66-54 FRESH POND ROAD,FLUSHING,NY,11385,3245,QUEENS,36081,-73.89770899999999,40.707375
2071,RIGHTWAY PHARMACY INCORPORATED,2511 AVENUE U,BROOKLYN,NY,11229,4934,KINGS,36047,-73.946178,40.600128999999995
2072,GS PHARMACY,1932 NOSTRAND AVENUE,BROOKLYN,NY,11210,1532,KINGS,36047,-73.94850699999999,40.638368
2073,THIS WAY PHARMACY,3601 QUENTIN ROAD,BROOKLYN,NY,11234,4203,KINGS,36047,-73.936854,40.61489
2074,BEST CARE PHARMACY,8510 3RD AVENUE,BROOKLYN,NY,11209,4610,KINGS,36047,-74.031071,40.624107
2075,SAULS PHARMACY AND SURGICALS,3514 MERMAID AVENUE,BROOKLYN,NY,11224,1508,KINGS,36047,-74.001262,40.574573
2076,MERMAID PHARMACY,2109 MERMAID AVENUE,BROOKLYN,NY,11224,2517,KINGS,36047,-73.988333,40.576465999999996
2077,SURE DRUGS,312 RALPH AVENUE,BROOKLYN,NY,11233,3022,KINGS,36047,-73.92183100000001,40.678503000000006
2078,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,2057,KINGS,36047,-73.9429,40.656566
2079,QUICK RX PHARMACY,1413 FULTON STREET,BROOKLYN,NY,11216,2607,KINGS,36047,-73.944435,40.68033
2080,WALDBAUM'S,2149 RALPH AVENUE,BROOKLYN,NY,11234,5405,KINGS,36047,-73.91581500000001,40.626293
2081,OCEAN PARK DRUGS AND SURGICAL,1727 SEAGIRT BOULEVARD,FAR ROCKAWAY,NY,11691,4513,QUEENS,36081,-73.751993,40.594735
2082,PALMA PHARMACY,159 7TH AVENUE,BROOKLYN,NY,11215,2202,KINGS,36047,-73.976742,40.672304
2083,CVS - 7881,97-15 METROPOLITAN AVENUE,FOREST HILLS,NY,11375,6601,QUEENS,36081,-73.85497,40.71135
2084,CVS - 1107,68-02 MYRTLE AVENUE,GLENDALE,NY,11385,7235,QUEENS,36081,-73.88441800000001,40.701426
2085,BAY RIDGE RX,6910 3RD AVENUE,BROOKLYN,NY,11209,1305,KINGS,36047,-74.026398,40.635506
2086,WALDBAUMS,156-01 CROSS BAY BOULEVARD,HOWARD BEACH,NY,11414,2746,QUEENS,36081,-73.84044200000001,40.66389
2087,CVS - 553,349 BROADWAY,AMITYVILLE,NY,11701,2709,SUFFOLK,36103,-73.416977,40.683644
2088,RITE AID - 4902,600 NORTH WELLWOOD AVENUE,LINDENHURST,NY,11757,2000,SUFFOLK,36103,-73.381534,40.700646
2089,SUPER STOP AND SHOP - 0543,88 GOLDING AVENUE,WEST BABYLON,NY,11704,6203,SUFFOLK,36103,-73.36223299999999,40.71076
2090,KING KULLEN,1235 MIDDLE COUNTRY ROAD,MIDDLE ISLAND,NY,11953,2515,SUFFOLK,36103,-72.92343000000001,40.88859
2091,KING KULLEN,552 MONTAUK HIGHWAY,CENTER MORICHES,NY,11934,2207,SUFFOLK,36103,-72.799585,40.799315
2092,DUANE READE,247 HERKIMER STREET,BROOKLYN,NY,11216,2677,KINGS,36047,-73.94491,40.679557
2093,CVS - 2305,159 ROUTE 25A,MILLER PLACE,NY,11764,2428,SUFFOLK,36103,-72.997948,40.941297999999996
2094,RITE AID - 10538,43-68 AMBOY ROAD,STATEN ISLAND,NY,10312,3820,RICHMOND,36085,-74.160609,40.544598
2095,CVS - 5372,503 EAST MAIN STREET,PATCHOGUE,NY,11772,3107,SUFFOLK,36103,-72.995729,40.767587
2096,WALGREENS - 11845,2191 RICHMOND AVENUE,STATEN ISLAND,NY,10314,3920,RICHMOND,36085,-74.161866,40.593446
2097,REDFERN DRUGS,1485 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691, ,QUEENS,36081,-73.75386800000001,40.610201
2098,KING KULLEN,499-64 SUNRISE HIGHWAY,PATCHOGUE,NY,11772,2290,SUFFOLK,36103,-73.040368,40.778765
2099,MILLER'S PHARMACY,173 BROAD STREET,STATEN ISLAND,NY,10304,2057,RICHMOND,36085,-74.080635,40.6244
2100,CVS - 2041,83-02 ATLANTIC AVENUE,OZONE PARK,NY,11416,1224,QUEENS,36081,-73.857428,40.685216
2101,MEDFORD CHEMISTS INCORPORATED,2608 ROUTE 112,MEDFORD,NY,11763,2551,SUFFOLK,36103,-72.999605,40.819107
2102,BAY VILLAGE DRUG AND SURGICAL,357 BROADWAY,AMITYVILLE,NY,11701,2748,SUFFOLK,36103,-73.417532,40.68405
2103,ROCKWAY PHARMACY,1214 FLATBUSH AVENUE,BROOKLYN,NY,11226,7047,KINGS,36047,-73.956098,40.640667
2104,SOUTHOLD PHARMACY,53895 MAIN ROAD,SOUTHOLD,NY,11971,4644,SUFFOLK,36103,-72.428462,41.06436
2105,CVS - 2442,271 BEACH 20TH STREET,FAR ROCKAWAY,NY,11691,3625,QUEENS,36081,-73.755121,40.596669
2106,KMART,66-26 METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,1601,QUEENS,36081,-73.891665,40.711506
2107,QUALICARE PHARMACY,8312 3RD AVENUE,BROOKLYN,NY,11209,4403,KINGS,36047,-74.03057199999999,40.625384000000004
2108,WALDBAUMS,50 EAST HOFFMAN AVENUE,LINDENHURST,NY,11757,5001,SUFFOLK,36103,-73.37163100000001,40.688313
2109,RITE AID - 4271,1040 SAINT JOHNS PLACE,BROOKLYN,NY,11213,2533,KINGS,36047,-73.94336700000001,40.670984000000004
2110,CVS - 6054,2465 RICHMOND AVENUE,STATEN ISLAND,NY,10314,5803,RICHMOND,36085,-74.16640500000001,40.587668
2111,HOWARD BEACH APOTHECARY,158-40 CROSS BAY BOULEVARD,HOWARD BEACH,NY,11414,3136,QUEENS,36081,-73.84044300000001,40.659661
2112,WALDBAUMS,440 SUNRISE HIGHWAY,PATCHOGUE,NY,11772,2254,SUFFOLK,36103,-73.03169799999999,40.775486
2113,DUANE READE,436 86TH STREET,BROOKLYN,NY,11209,4708,KINGS,36047,-74.027615,40.622069
2114,SAINT ALBANS COMMUNITY LIVING CENTER OF THE VETERANS AFFAIRS NEW YORK HARBOR HEALTHCARE SYSTEM,179-00 LINDEN BOULEVARD,JAMAICA,NY,11425,1,QUEENS,36081,-73.768665,40.690331
2115,CVS - 6052,250 PAGE AVENUE,STATEN ISLAND,NY,10307,1113,RICHMOND,36085,-74.23536,40.517207
2116,DUANE READE,1520 AVENUE J,BROOKLYN,NY,11230,3708,KINGS,36047,-73.960635,40.625125
2117,PRESCRIPTION CENTRE,35H MIDDLE COUNTRY ROAD,CORAM,NY,11727,4478,SUFFOLK,36103,-72.979352,40.874533
2118,CVS - 549,63-57 FRESH POND ROAD,RIDGEWOOD,NY,11385,2616,QUEENS,36081,-73.899261,40.710832
2119,CVS - 6058,260 ARDEN AVENUE,STATEN ISLAND,NY,10312,1229,RICHMOND,36085,-74.192347,40.553129999999996
2120,RITE AID - 10624,369 LITTLE EAST NECK ROAD,WEST BABYLON,NY,11704,7705,SUFFOLK,36103,-73.34206800000001,40.703424
2121,EMPIRE PHARMACY,1864 86TH STREET,BROOKLYN,NY,11214,3107,KINGS,36047,-74.00126,40.606158
2122,KING KULLEN,315-25 MAIN ROAD,CUTCHOGUE,NY,11935,1343,SUFFOLK,36103,-72.481646,41.019714
2123,RITE AID - 2274,2271 RICHMOND AVENUE,STATEN ISLAND,NY,10314,3903,RICHMOND,36085,-74.16340500000001,40.591651
2124,METRO DRUGS,133-20 JAMAICA AVENUE,RICHMOND HILL,NY,11418,2617,QUEENS,36081,-73.81876199999999,40.702138
2125,WALGREENS - 4362,520 ATLANTIC AVENUE,BROOKLYN,NY,11217,1914,KINGS,36047,-73.980623,40.684917999999996
2126,TRIANGLE PHARMACY,119-01 JAMAICA AVENUE,RICHMOND HILL,NY,11418,2512,QUEENS,36081,-73.830845,40.700222
2127,DAWN PHARMACY,1288 CENTRAL AVENUE,FAR ROCKAWAY,NY,11691,3909,QUEENS,36081,-73.7491,40.607841
2128,NEW YORK AVENUE PHARMACY,3223 CHURCH AVENUE,BROOKLYN,NY,11226,4213,KINGS,36047,-73.946853,40.651113
2129,FRIENDLY PHARMACY,495A BEACH 20TH STREET,FAR ROCKAWAY,NY,11691,3621,QUEENS,36081,-73.754397,40.599552
2130,SAINT JOHNS PLACE PHARMACY INCORPORATED,1106 SAINT JOHNS PLACE,BROOKLYN,NY,11213,2675,KINGS,36047,-73.941601,40.670922999999995
2131,RITE AID - 4836,245-14 FRANCIS LEWIS BOULEVARD,ROSEDALE,NY,11422,2231,QUEENS,36081,-73.734941,40.664359999999995
2132,DUANE READE,5423 2ND AVENUE,BROOKLYN,NY,11220,2605,KINGS,36047,-74.01954,40.64628
2133,BATTERY PARK HEALTH MART PHARMACY,327 SOUTH END AVENUE,NEW YORK,NY,10280,1002,NEW YORK,36061,-74.016384,40.71082
2134,LEO'S PHARMACY,951 WYCKOFF AVENUE,RIDGEWOOD,NY,11385,5360,QUEENS,36081,-73.905891,40.696834
2135,CVS - 2145,929 BROADWAY,WOODMERE,NY,11598,1759,NASSAU,36059,-73.708426,40.629345
2136,CLINTON APOTHECARY,420 CLINTON STREET,BROOKLYN,NY,11231,3554,KINGS,36047,-73.998497,40.68225
2137,SMART SHOP PHARMACY,32-17A BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,1502,QUEENS,36081,-73.766124,40.597871999999995
2138,FAMILY DRUGSTORE,3692 NOSTRAND AVENUE,BROOKLYN,NY,11229,5303,KINGS,36047,-73.940876,40.593982000000004
2139,ARD PHARMACY,60-61 MYRTLE AVENUE,RIDGEWOOD,NY,11385,5908,QUEENS,36081,-73.896171,40.700894
2140,IDEAL DRUGS,1901 MOTT AVENUE,FAR ROCKAWAY,NY,11691,4104,QUEENS,36081,-73.751941,40.603536
2141,ROYAL PHARMACY,2239 CHURCH AVENUE,BROOKLYN,NY,11226,3201,KINGS,36047,-73.957362,40.650714
2142,DUANE READE,57-11 MYRTLE AVENUE,RIDGEWOOD,NY,11385,4933,QUEENS,36081,-73.903246,40.700683000000005
2143,SUNSHINE PHARMACY,1622 VOORHIES AVENUE,BROOKLYN,NY,11235,3914,KINGS,36047,-73.952175,40.58576
2144,RITE AID - 10572,2221 65TH STREET,BROOKLYN,NY,11204,4001,KINGS,36047,-73.98061,40.613677
2145,MOTT PHARMACY AND SURGICAL,2119 MOTT AVENUE,FAR ROCKAWAY,NY,11691,3215,QUEENS,36081,-73.754437,40.604836999999996
2146,KINGS PHARMACY,194 BEACH 116TH STREET,ROCKAWAY PARK,NY,11694,2417,QUEENS,36081,-73.836794,40.579703
2147,RITE AID - 10574,7118 3RD AVENUE,BROOKLYN,NY,11209,1309,KINGS,36047,-74.027309,40.633831
2148,HEALTH TREASURES PHARMACY,8512 20TH AVENUE,BROOKLYN,NY,11214,3253,KINGS,36047,-73.99809,40.605068
2149,RICHMOND RX CENTER,112-12 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,1814,QUEENS,36081,-73.82972,40.685054
2150,BAY PHARMACY,1653 SHEEPSHEAD BAY ROAD,BROOKLYN,NY,11235,3804,KINGS,36047,-73.952079,40.586512
2151,SHOREFRONT JEWISH GERIATRIC CENTER,3015 WEST 29TH STREET,BROOKLYN,NY,11224,1901,KINGS,36047,-73.994227,40.572394
2152,ROCK DRUGS AND SURGICALS INCORPORATED,88-18 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,1608,QUEENS,36081,-73.81372900000001,40.587338
2153,BROOKDALE PHARMACY,2568 LINDEN BOULEVARD,BROOKLYN,NY,11208,4904,KINGS,36047,-73.869374,40.668014
2154,VISTA PHARMACY,529 BEACH 20TH STREET,FAR ROCKAWAY,NY,11691,3645,QUEENS,36081,-73.754098,40.600484
2155,BUFFALO DRUGS,183 BUFFALO AVENUE,BROOKLYN,NY,11213,2426,KINGS,36047,-73.925034,40.6731
2156,BROOKDALE RX,1275 LINDEN BOULEVARD,BROOKLYN,NY,11212,3120,KINGS,36047,-73.912317,40.654866
2157,FAMILIAR PHARMACY,124-01 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,2231,QUEENS,36081,-73.82015,40.688068
2158,M B DRUGS INCORPORATED,222 15TH STREET,BROOKLYN,NY,11215,4900,KINGS,36047,-73.989215,40.665397
2159,METROPOLITAN JEWISH NURSING HOME,4915 10TH AVENUE,BROOKLYN,NY,11219,3301,KINGS,36047,-73.99860100000001,40.638477
2160,SWAN PHARMACY INCORPORATED,650 FRANKLIN AVENUE,BROOKLYN,NY,11238,3705,KINGS,36047,-73.956194,40.676185
2161,THRIFTWAY DRUGSTORE,2728 HYLAN BOULEVARD,STATEN ISLAND,NY,10306,4658,RICHMOND,36085,-74.113615,40.564689
2162,DUANE READE,31-55 AMBOY ROAD,STATEN ISLAND,NY,10306,2799,RICHMOND,36085,-74.134186,40.564751
2163,FULTON DRUGS INCORPORATED,1548 FULTON STREET,BROOKLYN,NY,11216,5322,KINGS,36047,-73.939002,40.679639
2164,SOUTHSHORE PHARMACY,4020 HYLAN BOULEVARD,STATEN ISLAND,NY,10308,3331,RICHMOND,36085,-74.14596800000001,40.541639
2165,RUBIN CHEMISTS,828 NOSTRAND AVENUE,BROOKLYN,NY,11216,4403,KINGS,36047,-73.950749,40.670316
2166,FUTURE PHARMACY INCORPORATED,2480 65TH STREET,BROOKLYN,NY,11204,3526,KINGS,36047,-73.97499,40.609691999999995
2167,MANHATTAN BEACH PHARMACY INCORPORATED,87 WEST END AVENUE,BROOKLYN,NY,11235,4812,KINGS,36047,-73.95316700000001,40.57959
2168,ABO PHARMACY CORPORATION,8003 FLATLANDS AVENUE,BROOKLYN,NY,11236,3533,KINGS,36047,-73.913236,40.635835
2169,BORINQUEN PHARMACY INCORPORATED,106 GRAHAM AVENUE,BROOKLYN,NY,11206,3320,KINGS,36047,-73.942552,40.704887
2170,LOWEN'S PHARMACY,6902 3RD AVENUE,BROOKLYN,NY,11209,1305,KINGS,36047,-74.026351,40.6357
2171,EVE AND R PHARMACY,170 AVENUE U,BROOKLYN,NY,11223,3740,KINGS,36047,-73.97798,40.596272
2172,ALBANY PHARMACY INCORPORATED,178 ALBANY AVENUE,BROOKLYN,NY,11213,2105,KINGS,36047,-73.93909599999999,40.674476
2173,BROOKLYN CENTER PHARMACY,104 DEKALB AVENUE,BROOKLYN,NY,11201,5427,KINGS,36047,-73.978699,40.689674
2174,DRUGTOWN PHARMACY,64-16 MYRTLE AVENUE,GLENDALE,NY,11385,6203,QUEENS,36081,-73.891801,40.700846999999996
2175,RX PLUS PHARMACY,71-30 MYRTLE AVENUE,GLENDALE,NY,11385,7260,QUEENS,36081,-73.878824,40.701859999999996
2176,PATHMARK,2660 HYLAN BOULEVARD,STATEN ISLAND,NY,10306,4355,RICHMOND,36085,-74.110411,40.565995
2177,FAMILY PHARMACY,67-02 MYRTLE AVENUE,GLENDALE,NY,11385,7058,QUEENS,36081,-73.885901,40.701302
2178,WALGREENS - 9832,570 TOMPKINS AVENUE,STATEN ISLAND,NY,10305,1745,RICHMOND,36085,-74.071488,40.611956
2179,RITE AID - 4610,89-10 JAMAICA AVENUE,WOODHAVEN,NY,11421,2040,QUEENS,36081,-73.85507700000001,40.692541999999996
2180,RITE AID - 2771,165-02 BAISLEY BOULEVARD,JAMAICA,NY,11434,2517,QUEENS,36081,-73.77749,40.678193
2181,VICTORY DRUGS,2204 VICTORY BOULEVARD,STATEN ISLAND,NY,10314,6624,RICHMOND,36085,-74.136993,40.6119
2182,RITE AID - 3677,162-19 HILLSIDE AVENUE,JAMAICA,NY,11432,4034,QUEENS,36081,-73.79974399999999,40.708863
2183,SOUTH BROOKLYN HEALTH CENTER,120 RICHARDS STREET,BROOKLYN,NY,11231,1635,KINGS,36047,-74.009936,40.677820000000004
2184,ADUWA PHARMACY CORPORATION,114-10 SUTPHIN BOULEVARD,JAMAICA,NY,11434,1021,QUEENS,36081,-73.793977,40.685994
2185,UGOSON RX,5015 AVENUE N,BROOKLYN,NY,11234,3805,KINGS,36047,-73.92623499999999,40.619147
2186,JAYSON PHARMACY,197 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,1435,NASSAU,36059,-73.678663,40.702543
2187,HEALTH INSURANCE PLAN PHARMACY SERVICES,96-10 METROPOLITAN AVENUE,FOREST HILLS,NY,11375,6625,QUEENS,36081,-73.856342,40.710947999999995
2188,CITY DRUGS PHARMACY,422 CHURCH AVENUE,BROOKLYN,NY,11218,3108,KINGS,36047,-73.97585,40.644088
2189,COMMUNITY CARE PHARMACY,2913 SURF AVENUE,BROOKLYN,NY,11224,1705,KINGS,36047,-73.995429,40.573031
2190,FUSION PHARMACY,2276 65TH STREET,BROOKLYN,NY,11204,4058,KINGS,36047,-73.979724,40.612565000000004
2191,GRANDVIEW PHARMACY,590 GRANDVIEW AVENUE,RIDGEWOOD,NY,11385,2452,QUEENS,36081,-73.90576800000001,40.708374
2192,LINS PHARMACY,4311 8TH AVENUE,BROOKLYN,NY,11232,3994,KINGS,36047,-73.999719,40.644649
2193,WALDBAUMS,6400 AMBOY ROAD,STATEN ISLAND,NY,10309,3121,RICHMOND,36085,-74.215065,40.521939
2194,HOYT PHARMACY,3024 ATLANTIC AVENUE,BROOKLYN,NY,11208,1107,KINGS,36047,-73.882897,40.678195
2195,RIO DRUGS,701 BROADWAY,BROOKLYN,NY,11206,4404,KINGS,36047,-73.943232,40.701699
2196,N AND B PHARMACY,118-29A METROPOLITAN AVENUE,KEW GARDENS,NY,11415,2020,QUEENS,36081,-73.83413,40.706994
2197,MERRICK PHARMACY,234-28 MERRICK BOULEVARD,ROSEDALE,NY,11422,1320,QUEENS,36081,-73.73553299999999,40.673916
